sent_id	tok_i_id	tok_j_id	upos_i	upos_j	deprel_i	deprel_j	lang_i	lang_j	switch	relation
train-s352	5	6	NOUN	VERB	compound	root	hi	hi	false	within
train-s352	6	7	VERB	AUX	root	aux	hi	hi	false	within
train-s352	7	8	AUX	ADV	aux	advmod	hi	en	true	within
train-s352	8	9	ADV	CCONJ	advmod	cc	en	en	false	boundary
train-s352	9	10	CCONJ	ADV	cc	conj	en	en	false	within
train-s352	10	11	ADV	NOUN	conj	compound	en	en	false	boundary
train-s352	11	12	NOUN	NOUN	compound	nmod	en	en	false	within
train-s352	12	13	NOUN	ADP	nmod	case	en	hi	true	within
train-s353	1	2	INTJ	PRON	discourse	nsubj	en	en	false	within
train-s353	2	3	PRON	VERB	nsubj	root	en	en	false	within
train-s353	3	4	VERB	PRON	root	iobj	en	en	false	within
train-s353	4	5	PRON	SCONJ	iobj	mark	en	hi	true	boundary
train-s353	5	6	SCONJ	SCONJ	mark	mark	hi	hi	false	boundary
train-s353	6	7	SCONJ	NOUN	mark	compound	hi	en	true	boundary
train-s353	7	8	NOUN	NOUN	compound	obj	en	en	false	within
train-s353	8	9	NOUN	NUM	obj	nummod	en	hi	true	boundary
train-s353	9	10	NUM	NOUN	nummod	obl	hi	en	true	within
train-s353	10	11	NOUN	ADP	obl	case	en	hi	true	within
train-s353	11	12	ADP	VERB	case	advcl	hi	hi	false	boundary
train-s353	12	13	VERB	SCONJ	advcl	mark	hi	hi	false	within
train-s353	13	14	SCONJ	ADV	mark	advmod	hi	en	true	within
train-s353	14	15	ADV	DET	advmod	det	en	hi	true	within
train-s353	15	16	DET	NOUN	det	obj	hi	en	true	within
train-s353	16	17	NOUN	ADP	obj	case	en	hi	true	within
train-s353	17	18	ADP	AUX	case	cop	hi	hi	false	within
train-s353	18	19	AUX	AUX	cop	aux	hi	hi	false	within
train-s354	2	3	NOUN	ADP	obl	case	hi	hi	false	within
train-s354	3	4	ADP	ADV	case	advmod	hi	en	true	boundary
train-s354	4	5	ADV	NOUN	advmod	nsubj	en	en	false	within
train-s354	5	6	NOUN	AUX	nsubj	aux	en	en	false	within
train-s354	6	7	AUX	VERB	aux	root	en	en	false	within
train-s354	7	8	VERB	DET	root	det	en	en	false	boundary
train-s354	8	9	DET	NOUN	det	obj	en	en	false	within
train-s354	9	10	NOUN	ADP	obj	case	en	en	false	boundary
train-s354	10	11	ADP	DET	case	det	en	en	false	within
train-s355	1	3	INTJ	DET	discourse	det	en	hi	true	boundary
train-s355	3	4	DET	NOUN	det	obj	hi	en	true	within
train-s355	4	5	NOUN	VERB	obj	root	en	hi	true	within
train-s355	5	6	VERB	AUX	root	aux	hi	hi	false	within
train-s355	6	7	AUX	ADV	aux	advmod	hi	en	true	boundary
train-s355	7	8	ADV	PRON	advmod	nsubj	en	en	false	within
train-s355	8	9	PRON	VERB	nsubj	advcl	en	en	false	within
train-s355	9	10	VERB	NUM	advcl	nummod	en	en	false	boundary
train-s355	10	11	NUM	ADJ	nummod	amod	en	en	false	within
train-s355	11	12	ADJ	NOUN	amod	obj	en	en	false	within
train-s356	1	2	NOUN	NOUN	nsubj	nmod	hi	en	true	boundary
train-s356	2	3	NOUN	ADP	nmod	case	en	hi	true	within
train-s356	3	4	ADP	PART	case	advmod	hi	hi	false	within
train-s356	4	5	PART	NOUN	advmod	obj	hi	en	true	boundary
train-s356	5	6	NOUN	NOUN	obj	compound	en	en	false	within
train-s356	6	7	NOUN	VERB	compound	root	en	hi	true	within
train-s356	7	8	VERB	AUX	root	aux	hi	hi	false	within
train-s356	8	9	AUX	AUX	aux	aux	hi	hi	false	within
train-s357	1	2	NOUN	ADJ	root	orphan	hi	en	true	within
train-s357	2	3	ADJ	CCONJ	orphan	cc	en	hi	true	boundary
train-s357	3	4	CCONJ	NOUN	cc	nsubj	hi	en	true	within
train-s357	4	5	NOUN	VERB	nsubj	conj	en	en	false	within
train-s357	5	6	VERB	AUX	conj	aux	en	hi	true	within
train-s357	6	7	AUX	AUX	aux	aux	hi	hi	false	within
train-s357	7	8	AUX	AUX	aux	aux	hi	hi	false	within
train-s358	1	2	PRON	VERB	nsubj	root	en	en	false	within
train-s358	2	3	VERB	PRON	root	nmod	en	en	false	boundary
train-s358	3	4	PRON	NOUN	nmod	nmod	en	hi	true	within
train-s358	4	5	NOUN	ADP	nmod	case	hi	hi	false	within
train-s359	1	2	VERB	PRON	root	obj	en	en	false	within
train-s359	2	3	PRON	ADP	obj	case	en	en	false	boundary
train-s359	3	4	ADP	NOUN	case	obl	en	en	false	within
train-s359	4	5	NOUN	ADP	obl	case	en	en	false	boundary
train-s359	5	6	ADP	PRON	case	nmod	en	en	false	boundary
train-s359	6	7	PRON	NOUN	nmod	nmod	en	en	false	within
train-s359	7	8	NOUN	ADP	nmod	case	en	hi	true	within
train-s359	8	9	ADP	NOUN	case	nmod	hi	hi	false	boundary
train-s359	9	10	NOUN	ADP	nmod	case	hi	en	true	boundary
train-s359	10	11	ADP	PRON	case	nmod	en	en	false	within
train-s359	11	12	PRON	NOUN	nmod	nmod	en	hi	true	within
train-s360	3	4	AUX	VERB	aux	root	en	en	false	within
train-s360	4	5	VERB	DET	root	det	en	en	false	boundary
train-s360	5	6	DET	ADJ	det	amod	en	hi	true	within
train-s360	6	7	ADJ	NOUN	amod	obj	hi	hi	false	within
train-s360	7	8	NOUN	ADJ	obj	acl	hi	en	true	within
train-s360	8	9	ADJ	ADP	acl	case	en	en	false	boundary
train-s360	9	10	ADP	NOUN	case	obl	en	en	false	within
train-s360	10	11	NOUN	ADV	obl	advmod	en	en	false	within
train-s361	2	3	NOUN	AUX	nsubj	cop	en	en	false	within
train-s361	3	4	AUX	ADV	cop	advmod	en	en	false	within
train-s361	4	5	ADV	ADJ	advmod	root	en	en	false	within
train-s361	5	6	ADJ	ADV	root	mark	en	en	false	boundary
train-s361	6	7	ADV	DET	mark	det	en	en	false	boundary
train-s361	7	9	DET	VERB	det	advcl	en	en	false	boundary
train-s361	9	11	VERB	PART	advcl	advmod	en	hi	true	boundary
train-s361	11	12	PART	VERB	advmod	xcomp	hi	hi	false	within
train-s361	12	13	VERB	PRON	xcomp	nsubj	hi	hi	false	boundary
train-s361	13	14	PRON	VERB	nsubj	advcl	hi	hi	false	within
train-s361	14	15	VERB	AUX	advcl	aux	hi	hi	false	within
train-s362	1	2	DET	NOUN	det	compound	en	en	false	within
train-s362	2	3	NOUN	NOUN	compound	nsubj	en	en	false	within
train-s362	3	4	NOUN	AUX	nsubj	cop	en	en	false	within
train-s362	4	5	AUX	ADP	cop	case	en	en	false	boundary
train-s362	5	6	ADP	PART	case	advmod	en	hi	true	within
train-s362	6	7	PART	PROPN	advmod	nmod	hi	hi	false	within
train-s362	7	8	PROPN	NOUN	nmod	root	hi	hi	false	within
train-s363	1	2	ADJ	NOUN	amod	nmod	en	en	false	within
train-s363	2	5	NOUN	ADV	nmod	mark	en	hi	true	within
train-s363	5	6	ADV	NOUN	mark	compound	hi	en	true	within
train-s363	6	7	NOUN	VERB	compound	advcl	en	hi	true	within
train-s363	7	8	VERB	AUX	advcl	aux	hi	hi	false	within
train-s363	8	9	AUX	PRON	aux	nsubj	hi	hi	false	boundary
train-s363	9	10	PRON	PART	nsubj	advmod	hi	hi	false	within
train-s363	10	11	PART	PART	advmod	advmod	hi	hi	false	within
train-s363	11	12	PART	NOUN	advmod	root	hi	hi	false	boundary
train-s364	1	2	NOUN	VERB	nsubj	root	en	en	false	within
train-s364	2	3	VERB	SCONJ	root	mark	en	hi	true	boundary
train-s364	3	4	SCONJ	PRON	mark	nsubj	hi	hi	false	within
train-s364	4	5	PRON	VERB	nsubj	xcomp	hi	en	true	within
train-s364	5	6	VERB	AUX	xcomp	aux	en	hi	true	within
train-s364	6	7	AUX	AUX	aux	aux	hi	hi	false	within
train-s364	7	8	AUX	AUX	aux	aux	hi	hi	false	within
train-s365	1	2	DET	NOUN	det	nsubj	hi	en	true	within
train-s365	2	3	NOUN	ADJ	nsubj	amod	en	en	false	within
train-s365	3	4	ADJ	NOUN	amod	root	en	en	false	within
train-s365	4	5	NOUN	ADP	root	case	en	hi	true	within
train-s365	5	6	ADP	AUX	case	cop	hi	hi	false	within
train-s365	6	7	AUX	NOUN	cop	compound	hi	en	true	boundary
train-s365	7	8	NOUN	NOUN	compound	nsubj	en	en	false	within
train-s365	8	9	NOUN	NOUN	nsubj	xcomp	en	hi	true	within
train-s365	9	10	NOUN	NOUN	xcomp	compound	hi	en	true	within
train-s365	10	11	NOUN	VERB	compound	advcl	en	hi	true	within
train-s365	11	12	VERB	AUX	advcl	aux	hi	hi	false	within
train-s365	12	13	AUX	AUX	aux	aux	hi	hi	false	within
train-s366	1	2	NOUN	DET	vocative	det	hi	hi	false	boundary
train-s366	2	5	DET	ADJ	det	amod	hi	en	true	boundary
train-s366	5	6	ADJ	NOUN	amod	obj	en	en	false	within
train-s366	6	7	NOUN	ADV	obj	advmod	en	hi	true	within
train-s366	7	8	ADV	VERB	advmod	root	hi	hi	false	within
train-s366	8	9	VERB	AUX	root	aux	hi	hi	false	within
train-s367	1	2	ADJ	NOUN	amod	nsubj	hi	hi	false	within
train-s367	2	3	NOUN	AUX	nsubj	aux	hi	en	true	within
train-s367	3	4	AUX	VERB	aux	root	en	en	false	within
train-s367	4	5	VERB	ADP	root	case	en	en	false	boundary
train-s367	5	7	ADP	ADP	case	case	en	en	false	boundary
train-s367	7	10	ADP	PART	case	case	en	en	false	boundary
train-s367	10	11	PART	NOUN	case	obl	en	en	false	boundary
train-s368	1	2	DET	NOUN	det	nmod	hi	hi	false	within
train-s368	2	3	NOUN	ADP	nmod	case	hi	hi	false	within
train-s368	3	4	ADP	NOUN	case	nsubj	hi	en	true	boundary
train-s368	4	5	NOUN	PART	nsubj	advmod	en	hi	true	within
train-s368	5	6	PART	ADJ	advmod	xcomp	hi	en	true	boundary
train-s368	6	7	ADJ	VERB	xcomp	root	en	hi	true	within
train-s368	7	8	VERB	AUX	root	aux	hi	hi	false	within
train-s368	8	9	AUX	AUX	aux	aux	hi	hi	false	within
train-s369	1	2	NOUN	ADP	root	case	en	en	false	boundary
train-s369	2	3	ADP	ADJ	case	amod	en	en	false	within
train-s369	3	4	ADJ	NOUN	amod	nmod	en	hi	true	within
train-s369	4	5	NOUN	CCONJ	nmod	cc	hi	en	true	boundary
train-s369	5	6	CCONJ	NOUN	cc	nmod	en	hi	true	within
train-s369	6	7	NOUN	ADP	nmod	case	hi	hi	false	within
train-s369	7	8	ADP	NOUN	case	conj	hi	hi	false	boundary
train-s370	1	3	ADV	ADP	advmod	case	en	hi	true	boundary
train-s370	3	4	ADP	NOUN	case	compound	hi	en	true	boundary
train-s370	4	5	NOUN	NOUN	compound	nsubj	en	en	false	within
train-s370	5	6	NOUN	ADJ	nsubj	xcomp	en	hi	true	within
train-s370	6	7	ADJ	VERB	xcomp	root	hi	hi	false	within
train-s371	1	2	PRON	VERB	nsubj	root	en	en	false	within
train-s371	2	3	VERB	PRON	root	obj	en	en	false	within
train-s371	3	4	PRON	DET	obj	det	en	hi	true	boundary
train-s371	4	5	DET	NOUN	det	nmod	hi	hi	false	within
train-s371	5	6	NOUN	ADP	nmod	case	hi	hi	false	within
train-s371	6	7	ADP	NOUN	case	compound	hi	hi	false	boundary
train-s371	7	8	NOUN	VERB	compound	acl	hi	hi	false	within
train-s371	8	9	VERB	AUX	acl	aux	hi	hi	false	within
train-s372	1	2	ADV	PRON	mark	nsubj	en	en	false	within
train-s372	2	3	PRON	VERB	nsubj	root	en	en	false	within
train-s372	3	4	VERB	PART	root	mark	en	en	false	boundary
train-s372	4	5	PART	VERB	mark	xcomp	en	en	false	within
train-s372	5	6	VERB	PROPN	xcomp	nmod	en	hi	true	boundary
train-s372	6	7	PROPN	ADP	nmod	case	hi	hi	false	within
train-s372	7	8	ADP	NOUN	case	obj	hi	hi	false	boundary
train-s372	8	9	NOUN	ADP	obj	case	hi	en	true	boundary
train-s372	9	10	ADP	PRON	case	nmod	en	en	false	within
train-s372	10	11	PRON	NOUN	nmod	compound	en	en	false	within
train-s372	11	12	NOUN	NOUN	compound	obl	en	en	false	within
train-s373	1	2	NOUN	ADP	nmod	case	en	en	false	within
train-s373	2	3	ADP	NOUN	case	nmod	en	en	false	within
train-s373	3	4	NOUN	ADP	nmod	case	en	hi	true	within
train-s373	4	5	ADP	NOUN	case	compound	hi	hi	false	boundary
train-s373	5	6	NOUN	VERB	compound	xcomp	hi	hi	false	within
train-s373	6	7	VERB	SCONJ	xcomp	mark	hi	hi	false	within
train-s373	7	8	SCONJ	SCONJ	mark	mark	hi	hi	false	within
train-s373	8	9	SCONJ	PRON	mark	obj	hi	hi	false	boundary
train-s373	9	10	PRON	VERB	obj	advcl	hi	hi	false	within
train-s373	10	11	VERB	AUX	advcl	aux	hi	hi	false	within
train-s373	11	12	AUX	SCONJ	aux	mark	hi	hi	false	boundary
train-s373	12	13	SCONJ	NOUN	mark	compound	hi	en	true	within
train-s373	13	14	NOUN	VERB	compound	root	en	hi	true	within
train-s373	14	15	VERB	AUX	root	aux	hi	hi	false	within
train-s373	15	16	AUX	AUX	aux	aux	hi	hi	false	within
train-s374	1	2	ADP	ADP	case	case	en	en	false	within
train-s374	2	3	ADP	DET	case	det	en	en	false	within
train-s374	3	4	DET	NOUN	det	compound	en	en	false	within
train-s374	4	5	NOUN	NOUN	compound	nmod	en	en	false	within
train-s374	5	9	NOUN	ADP	nmod	case	en	hi	true	boundary
train-s374	9	11	ADP	ADP	case	case	hi	hi	false	boundary
train-s374	11	12	ADP	ADJ	case	amod	hi	hi	false	boundary
train-s374	12	13	ADJ	NOUN	amod	nsubj	hi	hi	false	within
train-s374	13	14	NOUN	VERB	nsubj	acl	hi	hi	false	within
train-s374	14	15	VERB	SCONJ	acl	mark	hi	hi	false	within
train-s374	15	16	SCONJ	NOUN	mark	root	hi	hi	false	boundary
train-s375	1	2	NOUN	NOUN	compound	nsubj	en	en	false	within
train-s375	2	3	NOUN	ADP	nsubj	case	en	hi	true	within
train-s375	3	4	ADP	NUM	case	nummod	hi	hi	false	boundary
train-s375	4	5	NUM	PART	nummod	advmod	hi	hi	false	within
train-s375	5	6	PART	NOUN	advmod	nmod	hi	hi	false	boundary
train-s375	6	7	NOUN	VERB	nmod	root	hi	hi	false	within
train-s375	7	8	VERB	AUX	root	aux	hi	hi	false	within
train-s375	8	9	AUX	AUX	aux	aux	hi	hi	false	within
train-s375	9	10	AUX	ADJ	aux	amod	hi	hi	false	boundary
train-s375	10	11	ADJ	NOUN	amod	nsubj	hi	en	true	within
train-s375	11	12	NOUN	VERB	nsubj	advcl	en	hi	true	within
train-s376	2	3	PRON	ADP	nmod	case	hi	hi	false	within
train-s376	3	4	ADP	NOUN	case	obl	hi	hi	false	boundary
train-s376	4	5	NOUN	ADP	obl	case	hi	hi	false	within
train-s376	5	6	ADP	NOUN	case	nsubj	hi	en	true	boundary
train-s376	6	7	NOUN	VERB	nsubj	csubj	en	hi	true	within
train-s376	7	8	VERB	AUX	csubj	aux	hi	hi	false	within
train-s376	8	9	AUX	AUX	aux	cop	hi	en	true	boundary
train-s376	9	10	AUX	ADJ	cop	amod	en	en	false	within
train-s376	10	11	ADJ	NOUN	amod	root	en	en	false	within
train-s376	11	12	NOUN	SCONJ	root	mark	en	en	false	boundary
train-s376	12	13	SCONJ	VERB	mark	acl	en	en	false	within
train-s376	13	14	VERB	NOUN	acl	obj	en	hi	true	within
train-s377	1	2	ADV	VERB	advmod	root	en	en	false	within
train-s377	2	3	VERB	PRON	root	nmod	en	hi	true	boundary
train-s377	3	4	PRON	NOUN	nmod	nmod	hi	en	true	within
train-s377	4	5	NOUN	ADP	nmod	case	en	hi	true	within
train-s377	5	6	ADP	NUM	case	nummod	hi	hi	false	boundary
train-s377	6	7	NUM	NOUN	nummod	nsubj	hi	en	true	within
train-s377	7	8	NOUN	ADP	nsubj	case	en	hi	true	within
train-s377	8	9	ADP	PRON	case	obj	hi	hi	false	boundary
train-s377	9	10	PRON	NOUN	obj	compound	hi	en	true	within
train-s377	10	11	NOUN	VERB	compound	xcomp	en	hi	true	within
train-s377	11	12	VERB	AUX	xcomp	aux	hi	hi	false	within
train-s377	12	13	AUX	AUX	aux	aux	hi	hi	false	within
train-s377	13	15	AUX	ADP	aux	case	hi	hi	false	boundary
train-s378	1	2	PRON	AUX	nsubj	cop	en	en	false	within
train-s378	2	4	AUX	ADV	cop	advmod	en	hi	true	boundary
train-s378	4	5	ADV	PRON	advmod	nmod	hi	hi	false	boundary
train-s378	5	6	PRON	NOUN	nmod	nsubj	hi	hi	false	boundary
train-s378	6	7	NOUN	VERB	nsubj	acl	hi	hi	false	within
train-s378	7	8	VERB	SCONJ	acl	mark	hi	hi	false	within
train-s378	8	9	SCONJ	PART	mark	advmod	hi	hi	false	within
train-s378	9	10	PART	VERB	advmod	conj	hi	hi	false	within
train-s378	10	11	VERB	SCONJ	conj	mark	hi	hi	false	within
train-s378	11	12	SCONJ	NOUN	mark	nsubj	hi	hi	false	boundary
train-s378	12	13	NOUN	VERB	nsubj	acl	hi	hi	false	within
train-s378	13	15	VERB	NOUN	acl	advmod	hi	en	true	within
train-s378	15	16	NOUN	ADJ	advmod	root	en	en	false	within
train-s379	2	3	NUM	NOUN	nummod	root	en	en	false	within
train-s379	3	4	NOUN	ADP	root	case	en	en	false	boundary
train-s379	4	5	ADP	PRON	case	nmod	en	en	false	within
train-s379	5	7	PRON	PRON	nmod	nsubj	en	hi	true	boundary
train-s379	7	8	PRON	NOUN	nsubj	nmod	hi	hi	false	boundary
train-s379	8	9	NOUN	ADP	nmod	case	hi	hi	false	within
train-s379	9	10	ADP	NOUN	case	obj	hi	hi	false	boundary
train-s379	10	11	NOUN	VERB	obj	acl:relcl	hi	hi	false	within
train-s379	11	12	VERB	AUX	acl:relcl	aux	hi	hi	false	within
train-s379	12	13	AUX	AUX	aux	aux	hi	hi	false	within
train-s379	13	14	AUX	AUX	aux	aux	hi	hi	false	within
train-s380	1	2	NOUN	ADP	nmod	case	hi	hi	false	within
train-s380	2	3	ADP	NOUN	case	nsubj	hi	hi	false	boundary
train-s380	3	4	NOUN	AUX	nsubj	cop	hi	en	true	within
train-s380	4	5	AUX	DET	cop	det	en	en	false	within
train-s380	5	6	DET	NOUN	det	root	en	en	false	within
train-s380	6	8	NOUN	ADV	root	advmod	en	en	false	boundary
train-s380	8	9	ADV	PRON	advmod	nsubj	en	en	false	within
train-s380	9	10	PRON	AUX	nsubj	aux	en	en	false	within
train-s380	10	11	AUX	VERB	aux	advcl	en	en	false	within
train-s380	11	12	VERB	NOUN	advcl	nmod	en	en	false	within
train-s381	2	3	ADP	PART	case	advmod	hi	hi	false	within
train-s381	3	4	PART	NOUN	advmod	compound	hi	en	true	boundary
train-s381	4	5	NOUN	NOUN	compound	nmod	en	en	false	within
train-s381	5	7	NOUN	DET	nmod	det	en	hi	true	within
train-s381	7	8	DET	NOUN	det	root	hi	en	true	within
train-s381	8	9	NOUN	AUX	root	cop	en	hi	true	within
train-s381	9	10	AUX	AUX	cop	aux	hi	hi	false	within
train-s381	10	11	AUX	AUX	aux	aux	hi	hi	false	within
train-s382	3	4	AUX	ADV	cop	advmod	en	en	false	within
train-s382	4	5	ADV	VERB	advmod	root	en	en	false	within
train-s382	5	6	VERB	ADP	root	case	en	en	false	boundary
train-s382	6	8	ADP	ADP	case	case	en	en	false	boundary
train-s382	8	9	ADP	ADJ	case	amod	en	hi	true	within
train-s382	9	10	ADJ	NOUN	amod	obl	hi	hi	false	within
train-s383	1	2	INTJ	NOUN	discourse	obl	en	en	false	within
train-s383	2	3	NOUN	ADP	obl	case	en	hi	true	within
train-s383	3	4	ADP	ADP	case	case	hi	hi	false	within
train-s383	4	5	ADP	PRON	case	nsubj	hi	hi	false	boundary
train-s383	5	6	PRON	NOUN	nsubj	obl	hi	en	true	within
train-s383	6	7	NOUN	ADP	obl	case	en	hi	true	within
train-s383	7	9	ADP	PART	case	advmod	hi	hi	false	boundary
train-s383	9	10	PART	VERB	advmod	root	hi	hi	false	within
train-s384	1	2	PRON	VERB	nsubj	root	en	en	false	within
train-s384	2	3	VERB	SCONJ	root	mark	en	en	false	boundary
train-s384	3	4	SCONJ	DET	mark	det	en	en	false	boundary
train-s384	4	5	DET	ADJ	det	amod	en	en	false	within
train-s384	5	6	ADJ	NOUN	amod	nsubj	en	en	false	within
train-s384	6	7	NOUN	AUX	nsubj	aux	en	en	false	within
train-s384	7	8	AUX	VERB	aux	advcl	en	en	false	within
train-s384	8	9	VERB	CCONJ	advcl	cc	en	en	false	boundary
train-s384	9	10	CCONJ	VERB	cc	conj	en	en	false	within
train-s384	10	11	VERB	NOUN	conj	nmod	en	hi	true	boundary
train-s384	11	12	NOUN	ADP	nmod	case	hi	hi	false	within
train-s384	12	13	ADP	ADJ	case	amod	hi	hi	false	boundary
train-s384	13	14	ADJ	PART	amod	advmod	hi	hi	false	within
train-s384	14	15	PART	NOUN	advmod	parataxis	hi	hi	false	boundary
train-s384	15	16	NOUN	AUX	parataxis	cop	hi	hi	false	within
train-s384	16	17	AUX	NOUN	cop	nmod	hi	hi	false	within
train-s384	17	18	NOUN	ADP	nmod	case	hi	hi	false	within
train-s385	1	2	PRON	VERB	nmod	acl	hi	hi	false	within
train-s385	2	3	VERB	NOUN	acl	obj	hi	hi	false	within
train-s385	3	4	NOUN	ADP	obj	case	hi	hi	false	within
train-s385	4	5	ADP	VERB	case	root	hi	en	true	boundary
train-s385	5	6	VERB	AUX	root	aux	en	en	false	within
train-s385	6	7	AUX	AUX	aux	aux	en	hi	true	within
train-s385	7	8	AUX	AUX	aux	aux	hi	hi	false	within
train-s386	1	2	VERB	ADV	root	advmod	en	en	false	boundary
train-s386	2	3	ADV	ADV	advmod	advmod	en	en	false	within
train-s386	3	4	ADV	NOUN	advmod	nsubj	en	en	false	within
train-s386	4	5	NOUN	VERB	nsubj	xcomp	en	en	false	within
train-s386	5	6	VERB	ADP	xcomp	case	en	en	false	boundary
train-s386	6	7	ADP	NOUN	case	nmod	en	en	false	within
train-s386	7	9	NOUN	NOUN	nmod	obl	en	en	false	within
train-s386	9	11	NOUN	PRON	obl	nsubj	en	en	false	boundary
train-s386	11	12	PRON	AUX	nsubj	aux	en	en	false	within
train-s386	12	13	AUX	AUX	aux	cop	en	en	false	within
train-s386	13	14	AUX	VERB	cop	advcl	en	hi	true	within
train-s386	14	15	VERB	SCONJ	advcl	mark	hi	hi	false	within
train-s386	15	16	SCONJ	VERB	mark	advcl	hi	hi	false	within
train-s387	1	2	NOUN	PRON	nmod	nmod	hi	hi	false	boundary
train-s387	2	3	PRON	ADJ	nmod	amod	hi	en	true	within
train-s387	3	4	ADJ	NOUN	amod	nsubj	en	en	false	within
train-s387	4	5	NOUN	NOUN	nsubj	root	en	en	false	within
train-s387	5	6	NOUN	ADP	root	case	en	hi	true	within
train-s387	6	7	ADP	AUX	case	cop	hi	hi	false	within
train-s388	1	2	VERB	ADV	root	advmod	en	en	false	boundary
train-s388	2	3	ADV	PRON	advmod	nsubj	en	en	false	within
train-s388	3	4	PRON	VERB	nsubj	xcomp	en	en	false	within
train-s388	4	5	VERB	NOUN	xcomp	nsubj	en	hi	true	boundary
train-s388	5	6	NOUN	VERB	nsubj	csubj	hi	hi	false	within
train-s388	6	7	VERB	AUX	csubj	aux	hi	hi	false	within
train-s388	7	8	AUX	AUX	aux	cop	hi	en	true	boundary
train-s388	8	9	AUX	ADJ	cop	amod	en	en	false	within
train-s388	9	11	ADJ	ADV	amod	advmod	en	en	false	within
train-s389	2	3	ADP	NOUN	case	obj	hi	en	true	boundary
train-s389	3	4	NOUN	PRON	obj	nsubj	en	hi	true	within
train-s389	4	5	PRON	NOUN	nsubj	compound	hi	en	true	within
train-s389	5	6	NOUN	VERB	compound	root	en	hi	true	within
train-s389	6	7	VERB	AUX	root	aux	hi	hi	false	within
train-s390	1	4	ADP	ADP	case	case	en	en	false	boundary
train-s390	4	7	ADP	NOUN	case	nmod	en	en	false	boundary
train-s390	7	11	NOUN	ADP	nmod	case	en	hi	true	boundary
train-s390	11	12	ADP	PRON	case	nmod	hi	hi	false	boundary
train-s390	12	13	PRON	NOUN	nmod	obl	hi	hi	false	within
train-s390	13	14	NOUN	ADP	obl	case	hi	hi	false	within
train-s390	14	15	ADP	PRON	case	obj	hi	hi	false	boundary
train-s390	15	16	PRON	PART	obj	advmod	hi	hi	false	within
train-s390	16	17	PART	VERB	advmod	root	hi	hi	false	boundary
train-s390	17	18	VERB	AUX	root	aux	hi	hi	false	within
train-s390	18	19	AUX	AUX	aux	aux	hi	hi	false	within
train-s391	1	2	DET	ADJ	det	amod	hi	en	true	within
train-s391	2	3	ADJ	NOUN	amod	obl	en	en	false	within
train-s391	3	4	NOUN	ADP	obl	case	en	hi	true	within
train-s391	4	5	ADP	ADJ	case	amod	hi	en	true	boundary
train-s391	5	6	ADJ	NOUN	amod	compound	en	en	false	within
train-s391	6	7	NOUN	VERB	compound	root	en	hi	true	within
train-s391	7	8	VERB	AUX	root	aux	hi	hi	false	within
train-s391	8	9	AUX	PRON	aux	advmod	hi	hi	false	within
train-s392	1	2	VERB	NOUN	root	obj	en	en	false	within
train-s392	2	4	NOUN	NOUN	obj	compound	en	hi	true	boundary
train-s392	4	5	NOUN	PART	compound	advmod	hi	hi	false	within
train-s392	5	6	PART	ADV	advmod	advmod	hi	hi	false	boundary
train-s392	6	7	ADV	PART	advmod	advmod	hi	hi	false	within
train-s392	7	8	PART	PRON	advmod	nsubj	hi	hi	false	boundary
train-s392	8	9	PRON	PART	nsubj	advmod	hi	hi	false	within
train-s392	9	10	PART	VERB	advmod	advcl	hi	hi	false	within
train-s393	1	2	VERB	ADJ	root	amod	en	hi	true	boundary
train-s393	2	3	ADJ	ADJ	amod	compound	hi	hi	false	within
train-s393	3	4	ADJ	NOUN	compound	compound	hi	hi	false	boundary
train-s393	4	5	NOUN	NOUN	compound	obj	hi	hi	false	within
train-s393	5	6	NOUN	CCONJ	obj	cc	hi	en	true	boundary
train-s393	6	7	CCONJ	NOUN	cc	nmod	en	hi	true	within
train-s393	7	8	NOUN	ADP	nmod	case	hi	hi	false	within
train-s393	8	9	ADP	NOUN	case	conj	hi	hi	false	boundary
train-s394	2	3	NOUN	DET	vocative	det	hi	hi	false	boundary
train-s394	3	4	DET	ADJ	det	compound	hi	hi	false	within
train-s394	4	5	ADJ	VERB	compound	csubj	hi	hi	false	within
train-s394	5	7	VERB	AUX	csubj	cop	hi	en	true	within
train-s394	7	8	AUX	DET	cop	det	en	en	false	within
train-s394	8	9	DET	ADJ	det	amod	en	en	false	within
train-s394	9	10	ADJ	NOUN	amod	root	en	en	false	within
train-s394	10	11	NOUN	VERB	root	acl	en	en	false	within
train-s394	11	12	VERB	ADP	acl	case	en	en	false	boundary
train-s394	12	13	ADP	DET	case	det	en	en	false	within
train-s394	13	14	DET	DET	det	det	en	en	false	within
train-s394	14	15	DET	NOUN	det	obl	en	en	false	within
train-s394	15	16	NOUN	ADP	obl	case	en	en	false	boundary
train-s395	1	2	NOUN	ADP	obl	case	en	en	false	boundary
train-s395	2	3	ADP	NOUN	case	nmod	en	en	false	within
train-s395	3	4	NOUN	ADP	nmod	case	en	hi	true	within
train-s395	4	5	ADP	NOUN	case	obj	hi	hi	false	boundary
train-s395	5	6	NOUN	ADP	obj	case	hi	en	true	boundary
train-s395	6	7	ADP	NOUN	case	nmod	en	en	false	within
train-s395	7	8	NOUN	VERB	nmod	root	en	hi	true	boundary
train-s395	8	9	VERB	AUX	root	aux	hi	hi	false	within
train-s396	2	3	ADP	DET	case	det	hi	hi	false	boundary
train-s396	3	4	DET	NOUN	det	nsubj	hi	hi	false	within
